Time [s]	Biesel [m]	Stokes II 	Cnoidal
83.300000	0.071207	0.075736	0.029058
83.400000	0.080577	0.091417	0.046418
83.500000	0.086850	0.102351	0.061252
83.600000	0.089786	0.107588	0.072344
83.700000	0.089271	0.106664	0.078698
83.800000	0.085326	0.099662	0.079706
83.900000	0.078101	0.087198	0.075272
84.000000	0.067875	0.070347	0.065823
84.100000	0.055041	0.050512	0.052231
84.200000	0.040091	0.029251	0.035652
84.300000	0.023601	0.008100	0.017344
84.400000	0.006204	-0.011598	-0.001507
84.500000	-0.011432	-0.028825	-0.019894
84.600000	-0.028628	-0.042964	-0.037052
84.700000	-0.044724	-0.053820	-0.052460
84.800000	-0.059101	-0.061573	-0.065809
84.900000	-0.071207	-0.066679	-0.076953
85.000000	-0.080577	-0.069737	-0.085858
85.100000	-0.086850	-0.071349	-0.092553
85.200000	-0.089786	-0.071984	-0.097095
85.300000	-0.089271	-0.071878	-0.099538
85.400000	-0.085326	-0.070989	-0.099915
85.500000	-0.078101	-0.069005	-0.098234
85.600000	-0.067875	-0.065403	-0.094470
85.700000	-0.055041	-0.059570	-0.088573
85.800000	-0.040091	-0.050931	-0.080486
85.900000	-0.023601	-0.039102	-0.070165
86.000000	-0.006204	-0.024006	-0.057616
86.100000	0.011432	-0.005962	-0.042939
86.200000	0.028628	0.014292	-0.026375
86.300000	0.044724	0.035627	-0.008364
86.400000	0.059101	0.056629	0.010420
86.500000	0.071207	0.075736	0.029058
86.600000	0.080577	0.091417	0.046418
86.700000	0.086850	0.102351	0.061252
86.800000	0.089786	0.107588	0.072344
86.900000	0.089271	0.106664	0.078698
87.000000	0.085326	0.099662	0.079706
87.100000	0.078101	0.087198	0.075272
87.200000	0.067875	0.070347	0.065823
87.300000	0.055041	0.050512	0.052231
87.400000	0.040091	0.029251	0.035652
87.500000	0.023601	0.008100	0.017344
87.600000	0.006204	-0.011598	-0.001507
87.700000	-0.011432	-0.028825	-0.019894
87.800000	-0.028628	-0.042964	-0.037052
87.900000	-0.044724	-0.053820	-0.052460
88.000000	-0.059101	-0.061573	-0.065809
88.100000	-0.071207	-0.066679	-0.076953
88.200000	-0.080577	-0.069737	-0.085858
88.300000	-0.086850	-0.071349	-0.092553
88.400000	-0.089786	-0.071984	-0.097095
88.500000	-0.089271	-0.071878	-0.099538
88.600000	-0.085326	-0.070989	-0.099915
88.700000	-0.078101	-0.069005	-0.098234
88.800000	-0.067875	-0.065403	-0.094470
88.900000	-0.055041	-0.059570	-0.088573
89.000000	-0.040091	-0.050931	-0.080486
89.100000	-0.023601	-0.039102	-0.070165
89.200000	-0.006204	-0.024006	-0.057616
89.300000	0.011432	-0.005962	-0.042939
89.400000	0.028628	0.014292	-0.026375
89.500000	0.044724	0.035627	-0.008364
89.600000	0.059101	0.056629	0.010420
89.700000	0.071207	0.075736	0.029058
89.800000	0.080577	0.091417	0.046418
89.900000	0.086850	0.102351	0.061252
90.000000	0.089786	0.107588	0.072344
90.100000	0.089271	0.106664	0.078698
90.200000	0.085326	0.099662	0.079706
90.300000	0.078101	0.087198	0.075272
90.400000	0.067875	0.070347	0.065823
90.500000	0.055041	0.050512	0.052231
90.600000	0.040091	0.029251	0.035652
90.700000	0.023601	0.008100	0.017344
90.800000	0.006204	-0.011598	-0.001507
90.900000	-0.011432	-0.028825	-0.019894
91.000000	-0.028628	-0.042964	-0.037052
91.100000	-0.044724	-0.053820	-0.052460
91.200000	-0.059101	-0.061573	-0.065809
91.300000	-0.071207	-0.066679	-0.076953
91.400000	-0.080577	-0.069737	-0.085858
91.500000	-0.086850	-0.071349	-0.092553
91.600000	-0.089786	-0.071984	-0.097095
91.700000	-0.089271	-0.071878	-0.099538
91.800000	-0.085326	-0.070989	-0.099915
91.900000	-0.078101	-0.069005	-0.098234
92.000000	-0.067875	-0.065403	-0.094470
92.100000	-0.055041	-0.059570	-0.088573
92.200000	-0.040091	-0.050931	-0.080486
92.300000	-0.023601	-0.039102	-0.070165
92.400000	-0.006204	-0.024006	-0.057616
92.500000	0.011432	-0.005962	-0.042939
92.600000	0.028628	0.014292	-0.026375
92.700000	0.044724	0.035627	-0.008365
92.800000	0.059101	0.056629	0.010420
92.900000	0.071207	0.075736	0.029058
93.000000	0.080577	0.091417	0.046418
93.100000	0.086850	0.102351	0.061252
93.200000	0.089786	0.107588	0.072344
93.300000	0.089271	0.106664	0.078698
93.400000	0.085326	0.099662	0.079706
93.500000	0.078101	0.087198	0.075272
93.600000	0.067875	0.070347	0.065823
93.700000	0.055041	0.050512	0.052231
93.800000	0.040091	0.029251	0.035652
93.900000	0.023601	0.008100	0.017344
94.000000	0.006204	-0.011598	-0.001507
94.100000	-0.011432	-0.028825	-0.019894
94.200000	-0.028628	-0.042964	-0.037052
94.300000	-0.044724	-0.053820	-0.052460
94.400000	-0.059101	-0.061573	-0.065809
94.500000	-0.071207	-0.066679	-0.076953
94.600000	-0.080577	-0.069737	-0.085858
94.700000	-0.086850	-0.071349	-0.092553
94.800000	-0.089786	-0.071984	-0.097095
94.900000	-0.089271	-0.071878	-0.099538
95.000000	-0.085326	-0.070989	-0.099915
95.100000	-0.078101	-0.069005	-0.098234
95.200000	-0.067875	-0.065403	-0.094470
95.300000	-0.055041	-0.059570	-0.088573
95.400000	-0.040091	-0.050931	-0.080486
95.500000	-0.023601	-0.039102	-0.070165
95.600000	-0.006204	-0.024006	-0.057616
95.700000	0.011432	-0.005962	-0.042939
95.800000	0.028628	0.014292	-0.026375
95.900000	0.044724	0.035627	-0.008365
96.000000	0.059101	0.056629	0.010420
96.100000	0.071207	0.075736	0.029058
96.200000	0.080577	0.091417	0.046418
96.300000	0.086850	0.102351	0.061252
96.400000	0.089786	0.107588	0.072344
96.500000	0.089271	0.106664	0.078698
96.600000	0.085326	0.099662	0.079706
96.700000	0.078101	0.087198	0.075272
96.800000	0.067875	0.070347	0.065823
96.900000	0.055041	0.050512	0.052231
97.000000	0.040091	0.029251	0.035652
97.100000	0.023601	0.008100	0.017344
97.200000	0.006204	-0.011598	-0.001507
97.300000	-0.011432	-0.028825	-0.019894
97.400000	-0.028628	-0.042964	-0.037052
97.500000	-0.044724	-0.053820	-0.052460
97.600000	-0.059101	-0.061573	-0.065809
97.700000	-0.071207	-0.066679	-0.076953
97.800000	-0.080577	-0.069737	-0.085858
97.900000	-0.086850	-0.071349	-0.092553
98.000000	-0.089786	-0.071984	-0.097095
98.100000	-0.089271	-0.071878	-0.099538
98.200000	-0.085326	-0.070989	-0.099915
98.300000	-0.078101	-0.069005	-0.098234
98.400000	-0.067875	-0.065403	-0.094470
98.500000	-0.055041	-0.059570	-0.088573
98.600000	-0.040091	-0.050931	-0.080486
98.700000	-0.023601	-0.039102	-0.070165
98.800000	-0.006204	-0.024006	-0.057616
98.900000	0.011432	-0.005962	-0.042939
99.000000	0.028628	0.014292	-0.026375
99.100000	0.044724	0.035627	-0.008365
99.200000	0.059101	0.056629	0.010420
99.300000	0.071207	0.075736	0.029058
99.400000	0.080577	0.091417	0.046418
99.500000	0.086850	0.102351	0.061252
99.600000	0.089786	0.107588	0.072344
99.700000	0.089271	0.106664	0.078698
99.800000	0.085326	0.099662	0.079706
99.900000	0.078101	0.087198	0.075272
100.000000	0.067875	0.070347	0.065823
